micros,aX,aY,aZ,gX,gY,gZ,
34620707,-0.49,-23.44,-1012.70,-0.21,-1.54,0.70,
34640713,10.74,-8.79,-1022.95,-2.02,-1.25,1.25,
34660722,3.42,-3.91,-1005.86,0.70,-1.04,-0.72,
34680728,19.53,-16.11,-1012.21,0.15,0.63,0.92,
34700734,4.39,-21.00,-1012.21,0.61,-2.18,3.15,
34720742,7.81,-4.88,-1014.65,1.37,0.50,-0.67,
34740753,11.72,-11.23,-1004.88,1.79,-1.83,1.22,
34760762,1.95,-21.00,-1015.14,1.73,0.06,-0.87,
34780770,19.04,-16.11,-1010.25,0.61,-0.26,-2.26,
34800780,11.23,-14.65,-1020.51,0.31,0.56,-0.95,
34820789,8.30,-18.07,-1016.60,1.16,-0.24,-0.12,
34840800,16.11,-12.21,-1012.70,1.53,-2.17,0.35,
34860806,-1.46,-8.30,-1011.72,0.61,-1.59,-2.63,
34880817,10.25,-21.97,-992.68,-1.13,1.62,-0.43,
34900823,6.84,-22.95,-1006.35,-0.24,-1.59,-3.27,
34920829,3.91,-9.77,-1019.53,0.47,0.37,-0.06,
34940835,-2.44,-7.32,-1017.09,-1.19,-1.18,-0.05,
34960840,9.77,-3.42,-1017.58,-0.08,0.53,-1.10,
34980846,10.74,-10.74,-1021.48,0.75,-0.75,1.69,
35000857,13.18,-12.70,-1010.74,0.12,2.20,2.26,
35020864,9.77,-24.41,-1012.21,-0.58,0.21,-2.37,
35040873,4.39,-5.86,-1006.35,-0.61,1.42,0.76,
35060879,-4.88,-19.53,-1022.46,-0.67,-2.21,-0.58,
35080884,-1.46,1.95,-1018.07,1.21,-0.34,-0.21,
35100893,4.39,-9.28,-1013.67,-1.18,0.11,0.24,
35120901,15.62,-24.41,-1012.70,-1.13,1.65,-1.62,
35140907,12.70,-11.72,-1009.77,0.75,-1.53,1.33,
35160916,13.67,-17.09,-1013.18,-0.11,-0.93,1.27,
35180921,7.32,-18.07,-1014.16,-0.90,1.28,-2.76,
35200929,7.32,-11.23,-1013.67,0.26,-1.88,-1.86,
35220937,3.91,-17.09,-1010.74,-0.06,1.50,-0.99,
35240941,10.74,-9.77,-1008.30,-1.97,1.10,-0.78,
35260950,5.86,-10.25,-1013.67,-1.04,-0.06,-0.60,
35280956,6.35,-13.18,-1015.14,-0.76,-2.67,-0.73,
35300966,9.28,-25.39,-1019.04,1.56,-0.64,-0.38,
35320977,9.28,-5.86,-1014.65,-0.58,-0.41,-0.18,
35340985,9.77,-6.84,-1012.21,0.11,2.02,0.14,
35360995,10.74,-18.55,-1016.11,-1.05,2.99,1.77,
35381001,16.11,-17.09,-1008.79,2.67,-0.17,2.72,
35401011,7.32,-12.70,-1003.42,0.46,2.66,-3.63,
35421021,-6.35,-17.58,-1020.51,-0.61,1.08,-0.09,
35441025,10.74,-15.14,-1022.95,2.15,1.50,-0.49,
35461029,-5.37,-16.11,-1015.14,-0.15,0.37,1.33,
35481038,3.91,-19.04,-1009.77,-2.98,-0.76,0.11,
35501049,7.32,-17.09,-1016.60,-2.09,-0.67,-0.14,
35521059,8.30,-15.62,-1019.04,0.46,-1.97,1.18,
35541069,6.35,-15.62,-1019.53,-0.18,0.81,-1.73,
35561080,8.30,-10.74,-1012.21,0.35,-0.95,-0.79,
35581087,5.86,-16.11,-1024.41,1.24,2.93,-1.95,
35601096,13.18,-10.74,-1013.18,0.98,-1.42,-0.35,
35621105,23.44,-21.97,-1018.55,0.50,-0.87,2.67,
35641115,1.46,-18.07,-1021.48,-0.41,0.32,-1.39,
35661124,3.42,-13.67,-1011.72,1.11,-0.27,1.71,
35681135,6.35,-10.74,-1020.02,0.46,1.68,-0.90,
35701142,9.28,-19.04,-1009.77,1.30,0.55,-0.53,
35721150,1.95,-20.02,-1019.53,-0.53,-0.37,0.27,
35741154,18.55,-15.62,-1014.16,0.03,-1.73,0.41,
35761160,17.58,-16.11,-1021.00,0.37,0.03,0.50,
35781166,21.97,-12.21,-1019.53,-0.05,0.27,0.92,
35801173,10.74,-16.60,-1013.18,1.13,0.79,-1.94,
35821180,7.81,-8.79,-1013.18,2.53,-1.53,-0.23,
35841186,12.21,-27.34,-1000.49,2.20,0.15,2.03,
35861190,8.79,-19.53,-1016.11,0.02,1.44,0.38,
35881198,2.93,-10.25,-1019.53,-0.66,1.95,1.97,
35901209,12.70,-17.09,-1012.70,2.08,-0.69,-2.55,
35921215,10.25,-17.09,-1019.04,-0.37,0.00,-0.95,
35941226,6.35,-3.42,-1005.37,-0.66,-0.20,1.10,
35961235,14.16,-23.93,-1015.62,0.69,1.25,-1.74,
35981242,12.21,-10.74,-1008.79,0.08,-0.79,0.56,
36001252,6.35,-4.88,-1014.65,-0.37,-1.30,1.19,
36021260,6.84,-15.14,-1018.07,-1.47,-0.32,2.61,
36041268,13.18,-19.53,-1010.74,-0.92,0.53,-1.36,
36061278,7.32,-8.79,-1012.21,2.99,-0.52,2.00,
36081285,6.84,-17.09,-1009.28,0.95,-0.66,-0.90,
36101294,6.84,-10.74,-1013.18,0.29,-0.81,-1.97,
