micros,aX,aY,aZ,gX,gY,gZ,mX,mY,mZ,
6658839,-67.87,-1016.11,-113.77,-0.95,4.23,1.18,4.35,-56.85,95.10,
6678850,-25.88,-1011.72,-125.49,2.05,-0.23,-1.27,6.00,-57.30,93.90,
6698858,-60.06,-1002.44,-88.38,3.63,0.35,-1.80,5.40,-57.45,95.55,
6718865,-28.81,-1018.55,-89.84,-0.46,0.26,-0.50,5.40,-58.20,94.50,
6738873,-38.57,-992.68,-123.05,-1.36,0.78,2.90,5.70,-58.65,95.55,
6758882,-67.87,-1004.39,-138.67,-0.23,1.71,3.07,6.30,-57.75,93.90,
6778893,-52.25,-1010.74,-116.21,5.71,-2.29,-2.17,5.40,-56.85,95.10,
6798904,-46.88,-1003.42,-86.91,4.55,-2.21,-3.37,5.25,-59.55,93.90,
6818915,-45.41,-1007.81,-83.50,2.29,-0.79,-7.57,5.10,-57.90,95.10,
6838921,-16.60,-991.70,-87.40,0.82,6.35,-4.66,4.05,-57.45,94.80,
6858927,-56.64,-998.54,-95.70,-4.05,7.89,-6.72,4.65,-57.90,95.10,
6878936,-33.20,-1004.39,-68.85,-4.73,0.03,-3.85,5.25,-57.30,94.35,
6898941,-46.39,-987.30,-103.03,-6.98,1.54,-3.34,6.00,-57.75,95.25,
6918945,-20.02,-1005.37,-102.05,-3.71,6.96,-2.44,6.45,-57.90,94.50,
6938950,-41.50,-1011.23,-113.28,-5.45,4.52,-0.64,4.35,-57.45,95.55,
6958955,-36.62,-1020.51,-110.84,-6.49,3.95,-0.21,6.60,-57.00,94.35,
6978960,-48.83,-1016.60,-135.74,-3.28,1.18,-1.65,4.05,-56.85,94.05,
6998971,-83.50,-994.63,-109.86,2.40,1.01,0.41,5.40,-58.20,94.50,
7018980,-19.53,-1010.25,-86.91,4.14,3.10,-2.32,4.65,-58.65,93.75,
7038984,-59.08,-1002.93,-68.36,2.27,-0.56,-3.22,6.15,-58.65,94.50,
7058990,-37.11,-1000.00,-103.03,-1.66,-1.25,-6.67,6.00,-58.50,94.95,
7078999,-56.64,-996.09,-131.35,0.98,1.40,-2.58,5.70,-57.90,94.50,
7099005,-25.39,-1010.25,-87.40,1.47,0.53,-4.08,4.50,-58.50,93.60,
7119011,-40.04,-1004.39,-115.23,-0.05,5.37,-2.02,5.40,-58.20,95.85,
7139017,-27.83,-1020.02,-88.87,-3.68,-0.50,0.96,4.50,-57.30,94.95,
7159025,-41.02,-1012.70,-114.26,-0.08,0.06,-1.65,4.20,-58.05,94.95,
7179030,-35.64,-1004.88,-92.29,-0.32,0.02,-1.16,6.45,-58.20,95.85,
7199040,-39.06,-1010.25,-82.03,-1.27,-1.53,0.64,2.70,-57.75,93.30,
7219049,-39.55,-999.51,-86.91,-2.38,3.18,-2.43,4.65,-58.20,93.75,
7239056,-29.30,-1021.00,-101.07,-5.54,0.58,-1.10,4.65,-57.15,95.55,
7259062,-45.90,-1002.44,-98.14,-5.45,2.12,-0.99,6.00,-57.30,94.35,
7279071,-45.90,-1003.42,-107.42,-3.45,0.56,-1.08,4.65,-57.90,95.55,
7299078,-50.78,-1006.84,-126.95,-2.15,-1.02,0.85,5.10,-57.15,94.05,
7319083,-47.36,-1013.18,-101.07,2.31,4.82,-6.11,5.70,-56.85,95.55,
7339088,-39.06,-1013.18,-81.05,-1.47,1.83,-3.74,5.70,-58.20,94.50,
7359093,-44.92,-991.21,-106.93,-3.71,-0.15,0.79,4.50,-58.95,94.05,
7379103,-35.64,-1007.32,-115.72,-1.68,0.34,-1.86,6.00,-58.50,96.30,
7399113,-21.97,-1019.53,-101.07,-0.35,0.99,1.77,4.20,-57.00,93.90,
7419119,-44.43,-996.58,-104.49,-1.76,0.52,-2.24,4.95,-57.75,94.95,
7439128,-43.46,-999.51,-103.52,-0.95,2.90,-3.28,5.70,-57.45,95.55,
7459134,-51.27,-1006.84,-103.52,-1.22,3.60,-1.18,5.40,-58.95,94.80,
7479142,-33.69,-1002.44,-80.57,0.44,2.41,-1.65,5.70,-57.15,93.75,
7499148,-30.27,-1001.46,-106.45,-2.50,2.05,-0.79,4.05,-57.15,95.55,
7519156,-58.59,-1000.00,-96.68,-2.12,0.84,-1.77,5.40,-57.90,95.10,
7539166,-54.69,-1025.39,-93.26,-2.03,0.76,-2.93,5.10,-57.90,94.50,
7559177,-26.86,-1001.95,-100.10,-1.13,2.75,-3.28,4.95,-59.55,93.90,
7579187,-41.02,-1002.44,-84.47,-2.27,2.96,-1.91,6.00,-57.00,94.35,
7599191,-38.09,-1012.21,-83.98,-2.46,3.19,-2.44,3.75,-58.05,96.30,
7619200,-33.20,-1013.67,-97.17,-4.02,0.46,-3.18,5.70,-55.65,94.50,
7639210,-57.62,-1021.00,-101.56,-2.21,-0.31,1.92,6.15,-57.90,94.80,
7659220,-44.43,-1009.28,-81.54,-1.86,0.27,-0.70,6.15,-59.40,95.85,
7679226,-43.46,-1004.39,-94.73,2.78,4.11,-2.78,6.00,-58.80,94.65,
7699235,-38.09,-997.07,-82.52,0.24,2.31,-1.53,5.10,-57.15,94.50,
7719243,-34.18,-1004.88,-85.94,-4.43,0.63,0.38,5.70,-56.85,95.10,
7739252,-44.43,-1005.86,-86.91,-5.89,-0.18,0.55,4.95,-58.05,95.25,
7759263,-56.64,-999.02,-104.00,-2.66,0.90,-2.32,4.50,-57.30,96.00,
7779268,-49.32,-996.58,-84.96,-5.05,3.57,-3.63,5.55,-57.75,94.95,
7799275,-30.27,-1004.88,-116.21,-0.46,3.69,-2.29,4.05,-57.15,95.10,
7819279,-32.23,-1020.02,-97.17,-2.69,1.57,-2.93,4.65,-57.90,94.05,
7839288,-60.55,-1020.51,-134.77,-0.64,-1.73,0.55,5.10,-58.65,94.80,
7859296,-49.32,-1026.37,-107.42,1.22,0.95,-2.56,5.40,-58.20,95.85,
7879306,-39.06,-1020.02,-105.96,-0.53,0.82,0.82,5.70,-58.20,94.50,
7899318,-28.32,-1007.81,-88.38,-2.92,2.08,-0.53,5.70,-58.65,94.80,
7919329,-43.95,-1004.88,-102.54,-1.50,3.76,-2.15,6.45,-57.45,95.55,
7939334,-43.95,-1005.86,-103.52,1.16,1.37,-3.73,5.10,-57.45,93.75,
7959344,-56.64,-998.05,-92.29,-0.55,0.11,-1.33,3.60,-57.90,94.50,
7979353,-51.27,-999.51,-108.40,-1.57,-0.26,-4.27,4.50,-57.75,96.00,
7999358,-38.57,-995.61,-77.15,0.67,2.82,-5.34,6.00,-57.75,94.35,
8019366,-24.90,-1002.44,-79.10,-2.06,1.88,0.09,4.95,-57.30,94.35,
8039375,-33.69,-1000.49,-107.42,-2.49,2.73,-4.29,5.25,-56.25,96.30,
8059380,-60.55,-1009.28,-116.70,1.19,2.14,-2.08,6.00,-58.50,94.35,
8079388,-52.73,-1000.98,-81.05,-0.06,0.20,0.78,4.05,-57.45,95.55,
8099395,-56.64,-1005.86,-93.75,1.63,1.88,-2.18,5.10,-58.65,95.10,
8119400,-25.88,-1021.48,-79.10,-0.35,0.98,-2.50,4.50,-57.75,95.25,
8139411,-55.66,-1010.74,-83.98,-1.54,-0.99,1.76,3.60,-57.15,95.55,
8159420,-49.80,-999.51,-104.98,-5.85,2.55,-3.18,5.25,-57.75,96.75,
8179429,-54.69,-1021.97,-117.19,-1.34,-0.81,1.97,6.15,-57.15,94.80,
8199438,-52.25,-1013.67,-88.38,-0.06,3.15,-2.08,4.50,-56.25,95.25,
8219446,-37.11,-1011.72,-75.20,-1.21,1.18,-0.40,4.95,-57.30,94.35,
8239453,-54.20,-1012.21,-97.17,-3.71,5.25,-0.31,5.25,-58.05,94.35,
8259460,-50.29,-1007.32,-107.91,-0.63,0.58,-2.47,5.55,-57.30,94.95,
8279468,-45.41,-1005.37,-107.91,1.24,0.43,-2.37,4.95,-57.75,95.25,
8299475,-48.34,-1013.18,-84.96,-0.90,1.27,-3.01,4.05,-58.65,94.80,
8319483,-39.06,-1013.67,-97.66,-3.69,-0.34,-3.56,5.10,-57.45,94.05,
8339493,-50.29,-994.14,-92.29,0.03,2.08,-0.69,4.65,-57.45,94.80,
8359499,-34.67,-1002.93,-75.68,-2.18,0.15,-2.05,5.25,-58.80,94.95,
8379508,-42.48,-1002.44,-106.93,-1.74,-2.03,1.66,5.10,-58.20,94.50,
8399514,-55.18,-1023.44,-111.82,-3.19,-2.27,-0.52,6.90,-57.90,94.50,
8419525,-45.90,-1011.23,-92.77,-3.94,1.13,0.27,6.00,-58.05,94.35,
8439532,-37.11,-1012.21,-104.00,-3.21,3.30,-2.06,4.65,-57.45,96.15,
8459543,-60.06,-1010.74,-102.54,-1.15,1.77,-2.70,3.75,-56.55,93.90,
8479552,-35.16,-996.58,-97.66,1.04,1.83,-1.60,4.35,-58.20,94.80,
8499560,-41.02,-1003.91,-82.52,-3.77,1.51,-2.60,6.00,-56.25,95.70,
8519571,-45.41,-1009.77,-75.68,-2.93,-1.86,0.79,4.65,-57.15,94.50,
8539582,-36.62,-1005.37,-82.52,-5.30,3.47,-1.36,5.10,-58.20,94.50,
8559587,-54.69,-992.68,-114.26,-2.24,0.78,-2.67,5.25,-56.25,93.90,
8579596,-31.74,-1002.44,-109.38,0.41,4.21,-2.46,3.60,-57.15,95.10,
8599601,-56.15,-1024.90,-117.19,2.76,1.91,-2.00,5.70,-57.45,95.85,
8619611,-24.90,-1025.39,-83.50,0.63,0.92,-0.84,6.15,-57.45,94.50,
